File;Rule;Hit-Type;Misuse;Misuse-Line;Parameter-Value;Parameter-Type;Parameter-Line
/media/ubuntu/DATA/repositories-python/nvbn__thefuck/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;135
/media/ubuntu/DATA/repositories-python/nvbn__thefuck/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap.aes_key_wrap_with_padding.Cipher;84;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/nvbn__thefuck/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap.aes_key_unwrap_with_padding.Cipher;102;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/nvbn__thefuck/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;36
/media/ubuntu/DATA/repositories-python/nvbn__thefuck/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/nvbn__thefuck/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/nvbn__thefuck/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;135
/media/ubuntu/DATA/repositories-python/nvbn__thefuck/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap.aes_key_wrap_with_padding.Cipher;84;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/nvbn__thefuck/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap.aes_key_unwrap_with_padding.Cipher;102;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/nvbn__thefuck/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;36
/media/ubuntu/DATA/repositories-python/nvbn__thefuck/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/nvbn__thefuck/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/nvbn__thefuck/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;135
/media/ubuntu/DATA/repositories-python/nvbn__thefuck/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap.aes_key_wrap_with_padding.Cipher;84;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/nvbn__thefuck/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap.aes_key_unwrap_with_padding.Cipher;102;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/ansible__ansible/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;36
/media/ubuntu/DATA/repositories-python/ansible__ansible/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/ansible__ansible/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/ansible__ansible/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;135
/media/ubuntu/DATA/repositories-python/ansible__ansible/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap.aes_key_wrap_with_padding.Cipher;84;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/ansible__ansible/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap.aes_key_unwrap_with_padding.Cipher;102;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/ansible__ansible/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;36
/media/ubuntu/DATA/repositories-python/ansible__ansible/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/ansible__ansible/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/ansible__ansible/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;135
/media/ubuntu/DATA/repositories-python/ansible__ansible/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap.aes_key_wrap_with_padding.Cipher;84;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/ansible__ansible/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap.aes_key_unwrap_with_padding.Cipher;102;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/ansible__ansible/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;36
/media/ubuntu/DATA/repositories-python/ansible__ansible/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/ansible__ansible/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/ansible__ansible/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;135
/media/ubuntu/DATA/repositories-python/ansible__ansible/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap.aes_key_wrap_with_padding.Cipher;84;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/ansible__ansible/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap.aes_key_unwrap_with_padding.Cipher;102;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/apache__incubator-superset/requirements_licma_analysis/cryptography-2.8-cp34-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;36
/media/ubuntu/DATA/repositories-python/apache__incubator-superset/requirements_licma_analysis/cryptography-2.8-cp34-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;71
/media/ubuntu/DATA/repositories-python/apache__incubator-superset/requirements_licma_analysis/cryptography-2.8-cp34-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;90
/media/ubuntu/DATA/repositories-python/apache__incubator-superset/requirements_licma_analysis/cryptography-2.8-cp34-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;133
/media/ubuntu/DATA/repositories-python/apache__incubator-superset/requirements_licma_analysis/cryptography-2.8-cp34-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap.aes_key_wrap_with_padding.Cipher;81;UNKNOWN;Types.Unknown;71
/media/ubuntu/DATA/repositories-python/apache__incubator-superset/requirements_licma_analysis/cryptography-2.8-cp34-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap.aes_key_unwrap_with_padding.Cipher;99;UNKNOWN;Types.Unknown;90
/media/ubuntu/DATA/repositories-python/apache__incubator-superset/requirements_licma_analysis/cryptography-2.8-cp34-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;36
/media/ubuntu/DATA/repositories-python/apache__incubator-superset/requirements_licma_analysis/cryptography-2.8-cp34-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;71
/media/ubuntu/DATA/repositories-python/apache__incubator-superset/requirements_licma_analysis/cryptography-2.8-cp34-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;90
/media/ubuntu/DATA/repositories-python/apache__incubator-superset/requirements_licma_analysis/cryptography-2.8-cp34-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;133
/media/ubuntu/DATA/repositories-python/apache__incubator-superset/requirements_licma_analysis/cryptography-2.8-cp34-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap.aes_key_wrap_with_padding.Cipher;81;UNKNOWN;Types.Unknown;71
/media/ubuntu/DATA/repositories-python/apache__incubator-superset/requirements_licma_analysis/cryptography-2.8-cp34-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap.aes_key_unwrap_with_padding.Cipher;99;UNKNOWN;Types.Unknown;90
/media/ubuntu/DATA/repositories-python/apache__incubator-superset/requirements_licma_analysis/cryptography-2.8-cp34-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;36
/media/ubuntu/DATA/repositories-python/apache__incubator-superset/requirements_licma_analysis/cryptography-2.8-cp34-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;71
/media/ubuntu/DATA/repositories-python/apache__incubator-superset/requirements_licma_analysis/cryptography-2.8-cp34-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;90
/media/ubuntu/DATA/repositories-python/apache__incubator-superset/requirements_licma_analysis/cryptography-2.8-cp34-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;133
/media/ubuntu/DATA/repositories-python/apache__incubator-superset/requirements_licma_analysis/cryptography-2.8-cp34-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap.aes_key_wrap_with_padding.Cipher;81;UNKNOWN;Types.Unknown;71
/media/ubuntu/DATA/repositories-python/apache__incubator-superset/requirements_licma_analysis/cryptography-2.8-cp34-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap.aes_key_unwrap_with_padding.Cipher;99;UNKNOWN;Types.Unknown;90
/media/ubuntu/DATA/repositories-python/certbot__certbot/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;36
/media/ubuntu/DATA/repositories-python/certbot__certbot/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/certbot__certbot/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/certbot__certbot/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;135
/media/ubuntu/DATA/repositories-python/certbot__certbot/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap.aes_key_wrap_with_padding.Cipher;84;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/certbot__certbot/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap.aes_key_unwrap_with_padding.Cipher;102;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/certbot__certbot/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;36
/media/ubuntu/DATA/repositories-python/certbot__certbot/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/certbot__certbot/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/certbot__certbot/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;135
/media/ubuntu/DATA/repositories-python/certbot__certbot/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap.aes_key_wrap_with_padding.Cipher;84;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/certbot__certbot/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap.aes_key_unwrap_with_padding.Cipher;102;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/certbot__certbot/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;36
/media/ubuntu/DATA/repositories-python/certbot__certbot/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/certbot__certbot/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/certbot__certbot/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;135
/media/ubuntu/DATA/repositories-python/certbot__certbot/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap.aes_key_wrap_with_padding.Cipher;84;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/certbot__certbot/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap.aes_key_unwrap_with_padding.Cipher;102;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/certbot__certbot/requirements_licma_analysis/cryptography-2.8-cp34-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;36
/media/ubuntu/DATA/repositories-python/certbot__certbot/requirements_licma_analysis/cryptography-2.8-cp34-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;71
/media/ubuntu/DATA/repositories-python/certbot__certbot/requirements_licma_analysis/cryptography-2.8-cp34-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;90
/media/ubuntu/DATA/repositories-python/certbot__certbot/requirements_licma_analysis/cryptography-2.8-cp34-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;133
/media/ubuntu/DATA/repositories-python/certbot__certbot/requirements_licma_analysis/cryptography-2.8-cp34-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap.aes_key_wrap_with_padding.Cipher;81;UNKNOWN;Types.Unknown;71
/media/ubuntu/DATA/repositories-python/certbot__certbot/requirements_licma_analysis/cryptography-2.8-cp34-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap.aes_key_unwrap_with_padding.Cipher;99;UNKNOWN;Types.Unknown;90
/media/ubuntu/DATA/repositories-python/certbot__certbot/requirements_licma_analysis/cryptography-2.8-cp34-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;36
/media/ubuntu/DATA/repositories-python/certbot__certbot/requirements_licma_analysis/cryptography-2.8-cp34-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;71
/media/ubuntu/DATA/repositories-python/certbot__certbot/requirements_licma_analysis/cryptography-2.8-cp34-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;90
